id,doi,is_oa,source,oa_url,host_type
614,10.1007/s00184-010-0327-3,False,,,
615,10.1016/j.csda.2014.05.010,False,,,
616,10.1007/s00357-011-9082-z,False,,,
617,10.1285/i20705948v7n2p254,False,,,
618,10.1111/1467-9469.00350,False,,,
619,10.1016/j.jmva.2015.06.007,True,unpaywall,https://www.sciencedirect.com/science/article/pii/S0047259X15001529/pdf,publisher
620,10.1214/11-AOS958,True,unpaywall,https://projecteuclid.org/journals/annals-of-statistics/volume-40/issue-1/Methodology-and-theory-for-partial-least-squares-applied-to-functional/10.1214/11-AOS958.pdf,publisher
621,10.1198/jasa.2010.ap08713,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3007089,repository
622,10.1016/j.csda.2008.05.008,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/2994020,repository
623,10.1198/016214507000000455,False,,,
624,10.1007/978-3-319-59623-5_2,False,,,
625,10.1111/biom.12457,False,,,
627,10.1016/j.mbs.2014.06.014,False,,,
628,10.1016/j.jspi.2012.01.009,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3298427,repository
629,10.1111/sjos.12075,True,semantic_scholar,http://people.orie.cornell.edu/davidr/papers/pLRT.pdf,
630,10.1016/j.csda.2011.03.018,True,semantic_scholar,https://figshare.com/articles/journal_contribution/Description_Length_and_Dimensionality_Reduction_in_Functional_Data_Analysis/21433368/1/files/38036280.pdf,
631,10.1016/j.mbs.2013.03.011,False,,,
633,10.1198/016214503388619139,False,,,
634,10.1080/01621459.2015.1060241,True,unpaywall,https://www.tandfonline.com/doi/pdf/10.1080/01621459.2015.1060241?needAccess=true,publisher
635,10.1080/10618600.2012.733549,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3964810,repository
636,10.1214/10-AOAS407,True,unpaywall,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-5/issue-2A/Automated-analysis-of-quantitative-image-data-using-isomorphic-functional-mixed/10.1214/10-AOAS407.pdf,publisher
637,10.1007/978-3-540-32691-5_16,False,,,
638,10.1214/15-AOAS852,True,unpaywall,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-9/issue-3/Joint-modeling-of-longitudinal-drug-using-pattern-and-time-to/10.1214/15-AOAS852.pdf,publisher
639,10.1111/biom.12135,False,,,
640,10.1016/j.jmva.2011.08.005,True,unpaywall,https://www.sciencedirect.com/science/article/pii/S0047259X11001643/pdf,publisher
641,10.1109/ICMSAO.2011.5775506,False,,,
642,10.1198/073500106000000477,False,,,
643,10.1214/08-EJS218,True,unpaywall,https://projecteuclid.org/journals/electronic-journal-of-statistics/volume-2/issue-none/Functional-principal-components-analysis-via-penalized-rank-one-approximation/10.1214/08-EJS218.pdf,publisher
645,10.1007/s11749-012-0307-1,True,unpaywall,http://hdl.handle.net/10481/72954,repository
647,10.1111/j.1467-9868.2006.00545.x,True,unpaywall,https://academic.oup.com/jrsssb/article-pdf/68/2/305/49794706/jrsssb_68_2_305.pdf,publisher
648,10.1002/sim.1068,False,,,
649,10.1016/S0922-3487(00)80041-6,False,,,
650,10.1111/j.1467-9868.2006.00539.x,True,unpaywall,https://academic.oup.com/jrsssb/article-pdf/68/2/179/49794657/jrsssb_68_2_179.pdf,publisher
651,10.1007/978-3-540-73007-1_125,False,,,
652,10.1023/A:1014022210828,False,,,
653,10.1111/rssb.12009,True,unpaywall,https://academic.oup.com/jrsssb/article-pdf/75/4/681/49507113/jrsssb_75_4_681.pdf,publisher
654,10.1007/s11222-014-9485-x,True,unpaywall,https://arxiv.org/pdf/1306.5718,repository
655,10.1007/s00180-014-0548-4,True,semantic_scholar,https://biostats.bepress.com/cgi/viewcontent.cgi?article=1261&context=jhubiostat,
657,10.1080/02664763.2014.938224,True,semantic_scholar,http://arxiv.org/pdf/1310.4066,
658,10.1111/j.1541-0420.2007.00829.x,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/5598470,repository
659,10.1002/env.914,False,,,
660,10.1115/DETC2008-49662,False,,,
661,10.1007/s00357-007-0013-y,False,,,
662,10.1016/j.amc.2013.02.009,True,unpaywall,https://www.sciencedirect.com/science/article/pii/S0096300313001252,publisher
663,10.1142/9789814366571_0009,False,,,
664,10.1016/j.csda.2007.12.014,False,,,
665,10.1016/j.ejor.2004.01.010,False,,,
666,10.1007/978-3-642-21566-7_8,False,,,
667,10.1111/j.1541-0420.2011.01591.x,True,unpaywall,https://hdl.handle.net/2027.42/89505,repository
668,10.1111/j.1467-9868.2008.00695.x,False,,,
669,10.1111/sjos.12218,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/5079448,repository
671,10.1007/BF02789706,False,,,
672,10.1016/j.csda.2014.11.017,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4620087,repository
673,10.1198/jasa.2010.tm08737,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/2853971,repository
674,10.1002/0470011815.b2a12045,False,,,
675,10.1214/14-BA925,True,unpaywall,https://projecteuclid.org/journals/bayesian-analysis/volume-11/issue-1/Bayesian-Clustering-of-Functional-Data-Using-Local-Features/10.1214/14-BA925.pdf,publisher
676,10.1111/j.1541-0420.2012.01828.x,False,,,
677,10.1002/sim.5439,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3966027,repository
678,10.1007/978-3-319-59623-5_1,False,,,
679,10.1016/j.csda.2012.05.019,False,,,
680,10.1111/j.1541-0420.2009.01283.x,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3042776,repository
682,10.1023/B:STCO.0000039485.52129.ed,True,unpaywall,https://hdl.handle.net/2027.42/47977,repository
683,10.1007/s11634-013-0158-y,True,unpaywall,http://hdl.handle.net/20.500.12210/29346,repository
684,10.1201/b19706,False,,,
685,10.5705/ss.2014.035,False,,,
686,10.1093/biomet/ast004,True,unpaywall,https://academic.oup.com/biomet/article-pdf/100/3/607/853372/ast004.pdf,publisher
687,10.1198/jcgs.2009.07176,True,unpaywall,https://doi.org/10.5282/ubm/epub.2097,repository
688,10.1093/biomet/asu054,True,semantic_scholar,http://arxiv.org/pdf/1203.1975.pdf,
689,10.1198/jcgs.2009.08011,True,semantic_scholar,http://arxiv.org/pdf/0710.5343,
690,10.1080/00949650701836765,True,unpaywall,https://repositorio.uam.es/bitstream/10486/7108/1/40951_Baillo07.pdf,repository
691,10.1016/j.spasta.2016.09.006,True,unpaywall,https://arxiv.org/pdf/1506.00137,repository
692,10.1002/cjs.10104,False,,,
693,10.1214/09-AOS767,True,unpaywall,https://projecteuclid.org/journals/annals-of-statistics/volume-38/issue-3/On-convergence-rates-equivalency-and-sampling-strategies-in-functional-deconvolution/10.1214/09-AOS767.pdf,publisher
694,10.1016/j.jspi.2003.06.003,False,,,
695,10.1214/12-EJS676,True,unpaywall,https://projecteuclid.org/journals/electronic-journal-of-statistics/volume-6/issue-none/Structured-penalties-for-functional-linear-modelspartially-empirical-eigenvectors-for-regression/10.1214/12-EJS676.pdf,publisher
696,10.1080/10485252.2011.638071,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3365609,repository
697,10.1198/016214506000000942,False,,,
699,10.1214/14-EJS967,True,unpaywall,https://projecteuclid.org/journals/electronic-journal-of-statistics/volume-8/issue-2/Simultaneous-confidence-bands-for-derivatives-of-dependent-functional-data/10.1214/14-EJS967.pdf,publisher
700,10.1007/bf03354615,False,,,
701,10.1007/s11634-013-0126-6,False,,,
702,10.1093/biostatistics/kxj003,True,semantic_scholar,https://academic.oup.com/biostatistics/article-pdf/7/2/225/656109/kxj003.pdf,
703,10.1002/env.2344,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4493908,repository
704,10.1007/s11004-011-9317-x,False,,,
705,10.1016/S0169-7161(05)25011-3,True,unpaywall,https://www.sciencedirect.com/science/article/pii/S0169716105250113,publisher
706,10.1109/SSP.2011.5967819,True,unpaywall,https://telecom-paris.hal.science/hal-02107325,repository
707,10.1111/rssb.12007,True,unpaywall,https://academic.oup.com/jrsssb/article-pdf/75/3/577/49513811/jrsssb_75_3_577.pdf,publisher
708,10.1111/biom.12278,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4479975,repository
709,10.1007/s10651-012-0210-7,True,unpaywall,http://hdl.handle.net/10446/900,repository
710,,False,,,sin_doi
711,10.1111/j.1467-9868.2005.00530.x,True,unpaywall,https://academic.oup.com/jrsssb/article-pdf/68/1/3/49794869/jrsssb_68_1_3.pdf,publisher
713,10.1016/j.jmva.2009.03.005,True,semantic_scholar,https://doi.org/10.1016/j.jmva.2009.03.005,
714,,False,,,sin_doi
715,10.1080/01621459.2015.1042581,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/5176110,repository
716,10.1198/016214505000000673,False,,,
717,10.1007/s11222-014-9473-1,True,unpaywall,https://arxiv.org/pdf/1310.5811,repository
718,10.1198/00401700152404273,False,,,
719,10.1016/j.spl.2011.11.027,False,,,
720,10.1016/j.jspi.2010.04.044,False,,,
721,10.1093/biomet/asn035,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/2672432,repository
722,10.1080/01621459.2014.885434,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4215517,repository
723,10.1016/j.csda.2009.03.027,False,,,
724,10.1111/biom.12011,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3718453,repository
725,10.1080/03610918.2010.491586,True,unpaywall,https://catalog.lib.kyushu-u.ac.jp/opac_download_md/14687/MI2009-19.pdf,repository
726,,False,,,sin_doi
727,10.1198/jasa.2009.0115,False,,,
728,10.1177/1471082X16681317,False,,,
729,10.1007/s00180-007-0051-2,True,unpaywall,http://hdl.handle.net/10481/72993,repository
730,10.1002/sim.2306,True,semantic_scholar,https://figshare.com/articles/journal_contribution/Forecasting_age-specific_breast_cancer_mortality_using_functional_data_models/5090305/1/files/8628262.pdf,
731,,False,,,sin_doi
732,,False,,,sin_doi
733,10.1111/j.1541-0420.2010.01524.x,False,,,
734,10.1080/10618600.2013.827986,False,,,
735,10.1007/978-3-642-11363-5_40,False,,,
736,10.1007/s00357-010-9054-8,False,,,
737,10.1177/1471082X15617594,False,,,
738,10.1016/j.ejor.2006.08.030,False,,,
739,10.1007/s001800050025,False,,,
740,10.1080/03610918.2013.804555,False,,,
741,10.1007/s13253-015-0212-7,True,semantic_scholar,http://www4.stat.ncsu.edu/%7Estaicu/papers/JABES_binaryFD.pdf,
742,10.1198/jasa.2011.tm10370,True,unpaywall,https://kar.kent.ac.uk/31316/1/RFMM_JASA_revised_unblinded.pdf,repository
743,10.1198/016214507000000527,False,,,
744,10.1111/biom.12161,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4652579,repository
746,10.1007/s12561-010-9024-z,True,unpaywall,https://link.springer.com/content/pdf/10.1007/s12561-010-9024-z.pdf,publisher
747,10.1016/S0167-9473(96)00067-9,False,,,
748,10.1007/978-3-540-32691-5_17,False,,,
749,10.1002/sim.4201,True,unpaywall,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sim.4201,publisher
750,10.1002/cem.1393,False,,,
751,10.1093/biomet/92.2.419,False,,,
752,10.1016/j.knosys.2015.12.016,False,,,
753,10.1080/01621459.2014.957286,True,unpaywall,https://figshare.com/articles/journal_contribution/Joint_Modeling_and_Clustering_Paired_Generalized_Longitudinal_Trajectories_With_Application_to_Cocaine_Abuse_Treatment_Data/1276456,repository
754,10.1080/10618600.2016.1195273,True,unpaywall,https://figshare.com/articles/journal_contribution/Locally_Sparse_Estimator_for_Functional_Linear_Regression_Models/3421900,repository
755,10.1016/j.csda.2009.03.026,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/5604261,repository
756,10.1111/j.1541-0420.2010.01534.x,False,,,
757,10.1016/j.csda.2013.03.022,False,,,
758,10.1016/j.jspi.2008.11.002,True,semantic_scholar,https://catalog.lib.kyushu-u.ac.jp/opac_download_md/8726/2007-18.pdf,
759,10.1080/10618600.2012.729985,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3982924,repository
760,10.1002/sim.2981,False,,,
761,10.1007/978-3-540-32691-5_12,False,,,
762,10.1198/016214503000035,False,,,
763,10.1002/env.2198,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/3652487,repository
764,10.1007/s10463-007-0161-1,False,,,
765,10.1016/S1570-579X(06)80006-6,False,,,
766,10.1007/978-1-4939-0569-0_11,False,,,
767,10.1007/s00357-005-0013-8,False,,,
768,10.1080/10618600.2014.901914,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/4560367,repository
769,10.1198/000313007X171016,True,unpaywall,https://www.ncbi.nlm.nih.gov/pmc/articles/1828125,repository
770,10.1016/j.jmva.2012.10.013,True,unpaywall,http://hdl.handle.net/2078.1/81200,repository
771,10.1016/j.jmva.2016.05.003,True,unpaywall,https://www.sciencedirect.com/science/article/pii/S0047259X16300240/pdf,publisher
772,10.1007/s11222-010-9221-0,False,,,
773,10.1111/j.1541-0420.2005.00505.x,False,,,
774,10.1214/14-AOAS736,True,unpaywall,https://arxiv.org/pdf/1407.8401,repository
